sold_date,address,street_number,rooms,living_area_m2,final_price_kr,asking_price_kr,kr_per_m2,monthly_fee_kr,price_change_pct,broker_agency,listing_id,hemnet_url
2018-10-25,Myggdalsvägen 82,82,4.0,94.0,2500000,2495000,26596,5051,0.0,SkandiaMäklarna Tyresö/Älta,14875055,https://www.hemnet.se/salda/lagenhet-4rum-tyreso-centrum-tyreso-kommun-myggdalsvagen-82-903550
2018-10-21,Myggdalsvägen 72,72,4.0,94.0,2700000,2495000,28723,5168,0.08,Svensk Fastighetsförmedling Tyresö,14916176,https://www.hemnet.se/salda/lagenhet-4rum-tyreso-tyreso-kommun-myggdalsvagen-72-900648
2018-10-17,Myggdalsvägen 64,64,1.5,45.0,1900000,1795000,42222,2439,0.06,Svensk Fastighetsförmedling Tyresö,14981995,"https://www.hemnet.se/salda/lagenhet-1,5rum-tyreso-tyreso-kommun-myggdalsvagen-64-898706"
2018-09-18,"Myggdalsvägen 64, 1tr",64,4.0,92.0,3050000,2495000,33152,5105,0.22,HusmanHagberg Tyresö/Älta,14654675,"https://www.hemnet.se/salda/lagenhet-4rum-tyreso-centrum-tyreso-kommun-myggdalsvagen-64,-1tr-883756"
2018-09-14,Myggdalsvägen 122,122,3.0,88.5,2395000,2395000,27062,4878,0.0,SkandiaMäklarna Tyresö/Älta,14582435,https://www.hemnet.se/salda/lagenhet-3rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-122-881914
2018-08-22,Myggdalsvägen 22,22,4.0,94.5,2510000,2250000,26561,5183,0.12,SkandiaMäklarna Tyresö/Älta,14437717,https://www.hemnet.se/salda/lagenhet-4rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-22-870371
2018-06-17,"Myggdalsvägen 46, 5 tr.",46,4.0,92.0,3000000,2575000,32609,5252,0.17,SkandiaMäklarna Tyresö/Älta,14086195,"https://www.hemnet.se/salda/lagenhet-4rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-46,-5-tr,-845636"
2018-05-22,Myggdalsvägen 50,50,2.0,45.0,2200000,1990000,48889,2497,0.11,SkandiaMäklarna Tyresö/Älta,13918315,https://www.hemnet.se/salda/lagenhet-2rum-tyreso-centrum-tyreso-kommun-myggdalsvagen-50-831994
2018-05-20,Myggdalsvägen 28,28,4.0,88.5,2900000,2395000,32768,4995,0.21,Svensk Fastighetsförmedling Tyresö,13856036,https://www.hemnet.se/salda/lagenhet-4rum-centrum-tyreso-kommun-myggdalsvagen-28-831266
2018-05-04,"Myggdalsvägen 62, MP",62,1.5,45.0,1900000,1495000,42222,2439,0.27,Fastighetsbyrån Tyresö,13744246,"https://www.hemnet.se/salda/lagenhet-1,5rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-62,-mp-824082"
2018-04-24,Myggdalsvägen 14,14,4.0,90.0,2700000,2395000,30000,5160,0.13,LF Fastighetsförmedling Tyresö,13708576,https://www.hemnet.se/salda/lagenhet-4rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-14-819817
2018-04-04,"Myggdalsvägen 78, 1tr",78,3.0,88.5,2295000,2295000,25932,4722,0.0,HusmanHagberg Tyresö/Älta,13563137,"https://www.hemnet.se/salda/lagenhet-3rum-tyreso-centrum-tyreso-kommun-myggdalsvagen-78,-1tr-811907"
2018-03-26,"Myggdalsvägen 8, 3tr",8,2.0,49.5,2060000,1850000,41616,2638,0.11,HusmanHagberg Tyresö/Älta,13590417,"https://www.hemnet.se/salda/lagenhet-2rum-tyreso-centrum-tyreso-kommun-myggdalsvagen-8,-3tr-809065"
2018-03-15,Myggdalsvägen 6,6,2.0,74.0,2395000,2395000,32365,3974,0.0,Svensk Fastighetsförmedling Tyresö,13480775,https://www.hemnet.se/salda/lagenhet-2rum-centrum-tyreso-kommun-myggdalsvagen-6-805051
2018-02-28,"Myggdalsvägen 108, BV",108,2.0,69.0,2100000,2195000,30435,3948,-0.04,Fastighetsbyrån Tyresö,13427418,"https://www.hemnet.se/salda/lagenhet-2rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-108,-bv-798969"
2018-02-20,Myggdalsvägen 108,108,2.0,74.0,2200000,1895000,29730,3738,0.16,SkandiaMäklarna Tyresö/Älta,13489076,https://www.hemnet.se/salda/lagenhet-2rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-108-795684
2018-02-14,Myggdalsvägen 98,98,3.0,90.0,2675000,2295000,29722,5043,0.17,SkandiaMäklarna Tyresö/Älta,13426115,https://www.hemnet.se/salda/lagenhet-3rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-98-792996
2018-01-21,Myggdalsvägen 110,110,2.0,74.0,2295000,2295000,31014,3816,0.0,Svensk Fastighetsförmedling Tyresö,13185055,https://www.hemnet.se/salda/lagenhet-2rum-centrum-tyreso-kommun-myggdalsvagen-110-785894
2018-01-15,"Myggdalsvägen 36, markplan",36,2.0,79.5,2295000,2295000,28868,3872,0.0,HusmanHagberg Tyresö/Älta,13132455,"https://www.hemnet.se/salda/lagenhet-2rum-tyreso-centrum-tyreso-kommun-myggdalsvagen-36,-markplan-779208"
2017-10-22,Myggdalsvägen 68,68,4.0,88.5,2550000,2250000,28814,4878,0.13,Svensk Fastighetsförmedling Tyresö,12684035,https://www.hemnet.se/salda/lagenhet-4rum-centrum-tyreso-kommun-myggdalsvagen-68-750273
2017-10-16,Myggdalsvägen 100,100,2.0,74.0,2395000,2395000,32365,3895,0.0,SkandiaMäklarna Tyresö/Älta,12246816,https://www.hemnet.se/salda/lagenhet-2rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-100-747627
2017-09-28,Myggdalsvägen 90,90,4.0,90.0,2900000,2495000,32222,4983,0.16,Svensk Fastighetsförmedling Tyresö,12415257,https://www.hemnet.se/salda/lagenhet-4rum-centrum-tyreso-kommun-myggdalsvagen-90-738375
2017-09-26,Myggdalsvägen 44,44,3.0,77.5,2700000,2295000,34839,3926,0.18,SkandiaMäklarna Tyresö/Älta,12412083,https://www.hemnet.se/salda/lagenhet-3rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-44-737372
2017-09-19,Myggdalsvägen 48,48,4.0,92.0,2750000,2495000,29891,5163,0.1,Mäklarhuset Älta,12380455,https://www.hemnet.se/salda/lagenhet-4rum-centrum-tyreso-kommun-myggdalsvagen-48-733616
2017-09-18,"Myggdalsvägen 36, 3 tr",36,4.0,88.5,2395000,2395000,27062,4995,0.0,HusmanHagberg Tyresö/Älta,12340717,"https://www.hemnet.se/salda/lagenhet-4rum-tyreso-centrum-tyreso-kommun-myggdalsvagen-36,-3-tr-732303"
2017-09-15,Myggdalsvägen 82,82,4.0,94.5,2450000,1995000,25926,5183,0.23,Fastighetsbyrån Tyresö,12357560,https://www.hemnet.se/salda/lagenhet-4rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-82-731246
2017-08-23,"Myggdalsvägen 16, 4 tr",16,3.0,92.0,2860000,2495000,31087,5222,0.15,Svensk Fastighetsförmedling Tyresö,12123737,"https://www.hemnet.se/salda/lagenhet-3rum-centrum-tyreso-kommun-myggdalsvagen-16,-4-tr-718075"
2017-08-01,Myggdalsvägen 50,50,3.0,90.0,3000000,2495000,33333,4983,0.2,Svensk Fastighetsförmedling Tyresö,12017435,https://www.hemnet.se/salda/lagenhet-3rum-tyreso-tyreso-kommun-myggdalsvagen-50-709186
2017-07-04,Myggdalsvägen 94,94,4.0,92.0,2850000,2495000,30978,5105,0.14,Svensk Fastighetsförmedling Tyresö,11854975,https://www.hemnet.se/salda/lagenhet-4rum-centrum-tyreso-kommun-myggdalsvagen-94-700838
2017-06-22,Myggdalsvägen 82,82,4.0,94.5,2700000,2350000,28571,5183,0.15,Fastighetsbyrån Tyresö,11751155,https://www.hemnet.se/salda/lagenhet-4rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-82-696953
2017-06-14,Myggdalsvägen 86,86,4.0,88.5,2700000,2295000,30508,4878,0.18,Fastighetsbyrån Tyresö,11697856,https://www.hemnet.se/salda/lagenhet-4rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-86-691323
2017-05-30,Myggdalsvägen 64,64,4.0,90.0,2800000,2295000,31111,5100,0.22,Fastighetsbyrån Tyresö,11598377,https://www.hemnet.se/salda/lagenhet-4rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-64-684251
2017-05-03,"Myggdalsvägen 84, 3 tr",84,4.0,94.5,2525000,2195000,26720,5065,0.15,HusmanHagberg Tyresö/Älta,11384636,"https://www.hemnet.se/salda/lagenhet-4rum-tyreso-centrum-tyreso-kommun-myggdalsvagen-84,-3-tr-670072"
2017-04-27,Myggdalsvägen 36,36,4.0,88.5,2625000,2195000,29661,4878,0.2,Fastighetsbyrån Tyresö,11365636,https://www.hemnet.se/salda/lagenhet-4rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-36-667473
2017-04-24,Myggdalsvägen 106,106,2.0,49.5,2150000,1795000,43434,2677,0.2,Svensk Fastighetsförmedling Tyresö,11332677,https://www.hemnet.se/salda/lagenhet-2rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-106-663597
2017-03-29,"Myggdalsvägen 116, BV",116,2.0,77.5,2450000,1795000,31613,3926,0.36,HusmanHagberg Tyresö/Älta,11142917,"https://www.hemnet.se/salda/lagenhet-2rum-tyreso-centrum-tyreso-kommun-myggdalsvagen-116,-bv-652319"
2017-03-29,"Myggdalsvägen 18, 4tr",18,4.0,92.0,2750000,2195000,29891,5222,0.25,Fastighetsbyrån Tyresö,11139338,"https://www.hemnet.se/salda/lagenhet-4rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-18,-4tr-651787"
2017-03-21,Myggdalsvägen 6,6,2.0,74.0,2800000,2695000,37838,3974,0.04,Svensk Fastighetsförmedling Tyresö,11095656,https://www.hemnet.se/salda/lagenhet-2rum-centrum-tyreso-kommun-myggdalsvagen-6-648143
2017-03-17,Myggdalsvägen 64,64,4.0,90.0,2650000,2195000,29444,4983,0.21,Fastighetsbyrån Tyresö,11091595,https://www.hemnet.se/salda/lagenhet-4rum-tyreso-tyreso-kommun-myggdalsvagen-64-646785
2017-03-02,"Myggdalsvägen 122, 1tr",122,4.0,88.5,2405000,2295000,27175,4994,0.05,SkandiaMäklarna Tyresö/Älta,10919455,"https://www.hemnet.se/salda/lagenhet-4rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-122,-1tr-640718"
2017-02-26,"Myggdalsvägen 104, 3 tr",104,2.0,74.0,2210000,1995000,29865,3935,0.11,MOHV Stockholm AB,10918458,"https://www.hemnet.se/salda/lagenhet-2rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-104,-3-tr-637486"
2017-02-17,Myggdalsvägen 48,48,1.5,45.0,1800000,1495000,40000,2556,0.2,Fastighetsbyrån Tyresö,10905035,"https://www.hemnet.se/salda/lagenhet-1,5rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-48-635368"
2017-02-06,Myggdalsvägen 20,20,2.0,45.0,1950000,1750000,43333,2439,0.11,Svensk Fastighetsförmedling Tyresö,10862317,https://www.hemnet.se/salda/lagenhet-2rum-tyreso-tyreso-kommun-myggdalsvagen-20-629769
2017-02-01,Myggdalsvägen 100,100,2.0,49.5,1970000,1725000,39798,2638,0.14,SkandiaMäklarna Tyresö/Älta,10777416,https://www.hemnet.se/salda/lagenhet-2rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-100-628357
2016-12-27,"Myggdalsvägen 10, 5tr",10,2.0,74.0,2750000,1995000,37162,3816,0.38,HusmanHagberg Tyresö/Älta,10486556,"https://www.hemnet.se/salda/lagenhet-2rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-10,-5tr-616265"
2016-12-08,"Myggdalsvägen 90, 2 tr",90,3.0,90.0,2450000,2050000,27222,5160,0.2,Fastighetsbyrån Tyresö,10493215,"https://www.hemnet.se/salda/lagenhet-3rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-90,-2-tr-612363"
2016-12-05,Myggdalsvägen 48,48,3.0,92.0,2600000,2295000,28261,5252,0.13,Svensk Fastighetsförmedling Tyresö,10475575,https://www.hemnet.se/salda/lagenhet-3rum-centrum-tyreso-kommun-myggdalsvagen-48-610801
2016-11-29,Myggdalsvägen 120,120,2.0,77.5,2050000,1850000,26452,3926,0.11,Svensk Fastighetsförmedling Tyresö,10441896,https://www.hemnet.se/salda/lagenhet-2rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-120-608349
2016-11-22,Myggdalsvägen 14,14,3.0,92.0,2480000,2250000,26957,5105,0.1,Svensk Fastighetsförmedling Tyresö,10377497,https://www.hemnet.se/salda/lagenhet-3rum-centrum-tyreso-kommun-myggdalsvagen-14-605457
2016-11-16,Myggdalsvägen 86 SÅLD   SÅLD innan visn.,86,3.0,88.5,2000000,1800000,22599,4995,0.11,HusmanHagberg Tyresö/Älta,10359955,"https://www.hemnet.se/salda/lagenhet-3rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-86-sald-sald-innan-visn,-604644"
2016-11-01,Myggdalsvägen 60,60,4.0,92.0,2600000,2495000,28261,5252,0.04,Svensk Fastighetsförmedling Tyresö,10230796,https://www.hemnet.se/salda/lagenhet-4rum-centrum-tyreso-kommun-myggdalsvagen-60-596745
2016-10-11,Myggdalsvägen 32,32,3.0,88.5,2450000,2275000,27684,4878,0.08,Svensk Fastighetsförmedling Tyresö,10152535,https://www.hemnet.se/salda/lagenhet-3rum-centrum-tyreso-kommun-myggdalsvagen-32-586816
2016-10-03,Myggdalsvägen 120,120,3.0,88.5,2310000,2095000,26102,4995,0.1,Svensk Fastighetsförmedling Tyresö,9960435,https://www.hemnet.se/salda/lagenhet-3rum-centrum-tyreso-kommun-myggdalsvagen-120-583124
2016-09-29,Myggdalsvägen 10,10,2.0,49.5,1880000,1595000,37980,2600,0.18,Fastighetsbyrån Tyresö,10043795,https://www.hemnet.se/salda/lagenhet-2rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-10-582328
2016-09-21,Myggdalsvägen 112,112,4.0,94.0,2175000,2200000,23138,5051,-0.01,Svensk Fastighetsförmedling Tyresö,9895216,https://www.hemnet.se/salda/lagenhet-4rum-tyreso-centrum-tyreso-kommun-myggdalsvagen-112-576064
2016-09-14,Myggdalsvägen 34,34,3.0,88.5,2245000,1995000,25367,4878,0.13,Notar,9835055,https://www.hemnet.se/salda/lagenhet-3rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-34-574162
2016-09-06,Myggdalsvägen 82,82,4.0,94.0,2325000,2250000,24734,5051,0.03,Svensk Fastighetsförmedling Tyresö,9766115,https://www.hemnet.se/salda/lagenhet-4rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-82-567027
2016-08-16,Myggdalsvägen 6,6,2.0,74.0,2300000,1800000,31081,3935,0.28,HusmanHagberg Tyresö/Älta,9670115,https://www.hemnet.se/salda/lagenhet-2rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-6-555316
2016-08-10,"Myggdalsvägen 100, 5 tr.",100,2.0,74.0,2075000,1995000,28041,3992,0.04,HusmanHagberg Tyresö/Älta,9618295,"https://www.hemnet.se/salda/lagenhet-2rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-100,-5-tr,-552588"
2016-06-27,"Myggdalsvägen 28, 2 tr",28,3.0,89.0,2350000,2275000,26404,4995,0.03,SkandiaMäklarna Tyresö/Älta,9386075,"https://www.hemnet.se/salda/lagenhet-3rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-28,-2-tr-538383"
2016-06-27,Myggdalsvägen 108,108,2.0,49.5,1800000,1650000,36364,2677,0.09,Svensk Fastighetsförmedling Tyresö,9447315,https://www.hemnet.se/salda/lagenhet-2rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-108-537950
2016-06-22,"Myggdalsvägen 68, BV",68,4.0,88.5,2325000,2395000,26271,4722,-0.03,HusmanHagberg Tyresö/Älta,9315535,"https://www.hemnet.se/salda/lagenhet-4rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-68,-bv-536417"
2016-05-11,Myggdalsvägen  104,104,2.0,49.5,1770000,1595000,35758,2697,0.11,HusmanHagberg Tyresö/Älta,9102980,https://www.hemnet.se/salda/lagenhet-2rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-104-514522
2016-04-05,"Myggdalsvägen 112, BV",112,3.0,85.5,2810000,2495000,32865,4314,0.13,HusmanHagberg Tyresö/Älta,8934975,"https://www.hemnet.se/salda/lagenhet-3rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-112,-bv-497412"
2016-03-23,Myggdalsvägen 86,86,4.0,88.5,2225000,1995000,25141,4878,0.12,HusmanHagberg Tyresö/Älta,8860295,https://www.hemnet.se/salda/lagenhet-4rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-86-493635
2016-03-22,"Myggdalsvägen 26, 1tr",26,3.0,88.5,2285000,1825000,25819,4878,0.25,Fastighetsbyrån Tyresö,8846735,"https://www.hemnet.se/salda/lagenhet-3rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-26,-1tr-493928"
2016-03-09,"Myggdalsvägen 42, 1tr",42,4.0,88.5,2670000,2645000,30169,4995,0.01,HusmanHagberg Tyresö/Älta,8797539,"https://www.hemnet.se/salda/lagenhet-4rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-42,-1tr-487118"
2016-02-08,"Myggdalsvägen 12, 1 tr",12,4.0,90.0,3050000,2495000,33889,5100,0.22,HusmanHagberg Tyresö/Älta,8696797,"https://www.hemnet.se/salda/lagenhet-4rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-12,-1-tr-472974"
2016-01-26,"Myggdalsvägen 12, 2 tr",12,3.0,92.0,2750000,2250000,29891,5105,0.22,Svensk Fastighetsförmedling Tyresö,8623815,"https://www.hemnet.se/salda/lagenhet-3rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-12,-2-tr-471770"
2015-12-05,Myggdalsvägen 18,18,3.0,90.0,2625000,2200000,29167,4866,0.19,HusmanHagberg Tyresö/Älta,8441596,https://www.hemnet.se/salda/lagenhet-3rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-18-455005
2015-12-03,"Myggdalsvägen 14, 6tr",14,3.0,90.0,2540000,2295000,28222,4866,0.11,Fastighetsbyrån Tyresö,8422198,"https://www.hemnet.se/salda/lagenhet-3rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-14,-6tr-455755"
2015-11-26,Myggdalsvägen 86,86,4.0,88.5,2525000,2195000,28531,4995,0.15,HusmanHagberg Tyresö/Älta,8393697,https://www.hemnet.se/salda/lagenhet-4rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-86-451567
2015-11-12,"Myggdalsvägen 12, nb",12,3.0,90.0,2000000,1850000,22222,4828,0.08,Fastighetsbyrån Tyresö,8367277,"https://www.hemnet.se/salda/lagenhet-3rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-12,-nb-444757"
2015-11-05,Myggdalsvägen 78,78,3.0,88.5,2600000,2225000,29379,4878,0.17,Svensk Fastighetsförmedling,8230215,https://www.hemnet.se/salda/lagenhet-3rum-tyreso-centrum-tyreso-kommun-myggdalsvagen-78-442094
2015-11-02,"Myggdalsvägen 92, 3 tr",92,4.0,92.0,2090000,1795000,22717,5163,0.16,Fastighetsbyrån Tyresö,8250261,"https://www.hemnet.se/salda/lagenhet-4rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-92,-3-tr-439832"
2015-10-27,Myggdalsvägen 50,50,3.0,90.0,2100000,1995000,23333,4983,0.05,Svensk Fastighetsförmedling,8240175,https://www.hemnet.se/salda/lagenhet-3rum-tyreso-centrum-tyreso-kommun-myggdalsvagen-50-437084
2015-10-22,Myggdalsvägen 104,104,5.0,114.5,2495000,2495000,21790,6299,0.0,Svensk Fastighetsförmedling,8210555,https://www.hemnet.se/salda/lagenhet-5rum-tyreso-centrum-tyreso-kommun-myggdalsvagen-104-433907
2015-09-23,Myggdalsvägen 74,74,3.0,85.5,2520000,2395000,29474,4432,0.05,Svensk Fastighetsförmedling,8080540,https://www.hemnet.se/salda/lagenhet-3rum-tyreo-centrum-tyreso-kommun-myggdalsvagen-74-419522
2015-09-23,"Myggdalsvägen 98, 2 tr",98,4.0,90.0,2120000,1595000,23556,5043,0.33,Fastighetsbyrån Tyresö,8075856,"https://www.hemnet.se/salda/lagenhet-4rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-98,-2-tr-419371"
2015-09-22,Myggdalsvägen 122,122,,88.5,2500000,2225000,28249,4840,0.12,Svensk Fastighetsförmedling,8100035,"https://www.hemnet.se/salda/lagenhet-88,5m2-centrala-tyreso-tyreso-kommun-myggdalsvagen-122-418843"
2015-09-01,Myggdalsvägen 94,94,4.0,92.0,2330000,2200000,25326,5105,0.06,Svensk Fastighetsförmedling,7967296,https://www.hemnet.se/salda/lagenhet-4rum-tyreso-centrum-tyreso-kommun-myggdalsvagen-94-407893
2015-08-26,Myggdalsvägen 46,46,2.0,46.0,1850000,1495000,40217,2556,0.24,Svensk Fastighetsförmedling,7927796,https://www.hemnet.se/salda/lagenhet-2rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-46-404640
2015-08-21,Myggdalsvägen 28,28,4.0,88.5,1980000,1675000,22373,4995,0.18,Fastighetsbyrån Tyresö,7886277,https://www.hemnet.se/salda/lagenhet-4rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-28-401454
2015-08-20,"Myggdalsvägen 12, 1 tr",12,4.0,90.0,1920000,1795000,21333,5100,0.07,HusmanHagberg Tyresö/Älta,7887316,"https://www.hemnet.se/salda/lagenhet-4rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-12,-1-tr-400903"
2015-08-17,Myggdalsvägen 14,14,4.0,92.0,2800000,2475000,30435,5072,0.13,Svensk Fastighetsförmedling,7885240,https://www.hemnet.se/salda/lagenhet-4rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-14-399124
2015-07-02,"Myggdalsvägen 110, 1tr",110,2.0,74.0,1920000,1595000,25946,3738,0.2,HusmanHagberg Tyresö/Älta,7679695,"https://www.hemnet.se/salda/lagenhet-2rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-110,-1tr-381223"
2015-06-10,"Myggdalsvägen 100, 4 tr",100,2.0,49.5,1935000,1695000,39091,2677,0.14,Fastighetsbyrån Tyresö,7501557,"https://www.hemnet.se/salda/lagenhet-2rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-100,-4-tr-370215"
2015-06-01,"Myggdalsvägen 102, 1tr",102,2.0,74.0,1710000,1495000,23108,3856,0.14,HusmanHagberg Tyresö/Älta,7451635,"https://www.hemnet.se/salda/lagenhet-2rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-102,-1tr-362886"
2015-05-23,"Myggdalsvägen 108, 5tr",108,2.0,49.5,1650000,1450000,33333,2519,0.14,HusmanHagberg Tyresö/Älta,7406455,"https://www.hemnet.se/salda/lagenhet-2rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-108,-5tr-355823"
2015-05-21,"Myggdalsvägen 14, 3 tr",14,3.0,90.0,2600000,1995000,28889,5100,0.3,Svensk Fastighetsförmedling,7294556,"https://www.hemnet.se/salda/lagenhet-3rum-tyreso-centrum-tyreso-kommun-myggdalsvagen-14,-3-tr-355721"
2015-05-13,"Myggdalsvägen 64, 5 tr",64,4.0,92.0,2710000,1925000,29457,5369,0.41,Fastighetsbyrån Tyresö,7176340,"https://www.hemnet.se/salda/lagenhet-4rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-64,-5-tr-389700"
2015-05-11,"Myggdalsvägen 106, 2tr",106,2.0,49.5,1850000,1595000,37374,2600,0.16,HusmanHagberg Tyresö/Älta,7275800,"https://www.hemnet.se/salda/lagenhet-2rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-106,-2tr-350234"
2015-04-22,"Myggdalsvägen 8, 1tr",8,2.0,49.5,1805000,1495000,36465,2559,0.21,HusmanHagberg Tyresö/Älta,7124875,"https://www.hemnet.se/salda/lagenhet-2rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-8,-1tr-335260"
2015-04-15,Myggdalsvägen 52,52,4.0,94.5,2305000,1995000,24392,5183,0.16,Bjurfors Haninge,7099096,https://www.hemnet.se/salda/lagenhet-4rum-tyreso-centrum-tyreso-kommun-myggdalsvagen-52-331308
2015-04-15,"Myggdalsvägen 34, BV",34,3.0,88.5,2230000,1795000,25198,4840,0.24,Fastighetsbyrån Tyresö,7088295,"https://www.hemnet.se/salda/lagenhet-3rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-34,-bv-330432"
2015-03-30,"Myggdalsvägen 64, 2tr",64,4.0,92.0,2200000,1995000,23913,5222,0.1,HusmanHagberg Tyresö/Älta,7018717,"https://www.hemnet.se/salda/lagenhet-4rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-64,-2tr-324367"
2015-03-23,"Myggdalsvägen 110, 3tr",110,2.0,49.5,1850000,1650000,37374,2638,0.12,HusmanHagberg Tyresö/Älta,7044675,"https://www.hemnet.se/salda/lagenhet-2rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-110,-3tr-319171"
2015-03-22,"Myggdalsvägen 100, bv",100,2.0,58.0,2000000,1495000,34483,2963,0.34,HusmanHagberg Tyresö/Älta,7018296,"https://www.hemnet.se/salda/lagenhet-2rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-100,-bv-318802"
2015-02-20,"Myggdalsvägen 8, 4tr",8,2.0,74.0,1850000,1450000,25000,3974,0.28,HusmanHagberg Tyresö/Älta,6945898,"https://www.hemnet.se/salda/lagenhet-2rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-8,-4tr-305699"
2015-02-14,Myggdalsvägen 14,14,4.0,90.0,2215000,1990000,24611,5150,0.11,Svensk Fastighetsförmedling,6896598,https://www.hemnet.se/salda/lagenhet-4rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-14-302680
2015-02-12,Myggdalsvägen 108,108,2.0,69.0,1975000,1975000,28623,3948,0.0,SkandiaMäklarna Tyresö/Älta,6649955,https://www.hemnet.se/salda/lagenhet-2rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-108-302748
2015-01-20,Myggdalsvägen 8,8,2.0,49.5,1700000,1395000,34343,2519,0.22,Fastighetsbyrån Tyresö,6858795,https://www.hemnet.se/salda/lagenhet-2rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-8-293153
2015-01-14,"Myggdalsvägen 102,5 tr.",102,2.0,74.0,1640000,1595000,22162,3992,0.03,SkandiaMäklarna Tyresö/Älta,6806255,"https://www.hemnet.se/salda/lagenhet-2rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-102,5-tr,-291068"
2015-01-11,Myggdalsvägen 90,90,4.0,90.0,1830000,1690000,20333,4828,0.08,Svensk Fastighetsförmedling,6843035,https://www.hemnet.se/salda/lagenhet-4rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-90-289145
2014-12-16,Myggdalsvägen 16,16,4.0,90.0,2005000,2100000,22278,5150,-0.05,Svensk Fastighetsförmedling,6772415,https://www.hemnet.se/salda/lagenhet-4rum-tyreso-centrum-tyreso-kommun-myggdalsvagen-16-285591
2014-12-09,"Myggdalsvägen 20, BV",20,1.5,45.0,1600000,1475000,35556,2439,0.08,HusmanHagberg Tyresö/Älta,6775327,"https://www.hemnet.se/salda/lagenhet-1,5rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-20,-bv-289234"
2014-11-11,Myggdalsvägen 120,120,3.0,88.5,1701000,1395000,19220,4878,0.22,Fastighetsbyrån Tyresö,6713837,https://www.hemnet.se/salda/lagenhet-3rum-centrala-tyreso-tyreso-kommun-myggdalsvagen-120-272428
