Not 16 Skulder till kreditinstitut kortfristig,Kortfristig del av långfristig skuld,,8857324,3157324
Not 16 Skulder till kreditinstitut kortfristig,Varav amortering,,3157324,3157324

Not 17 Övriga skulder,Depositioner,,0,24438
Not 17 Övriga skulder,Momsskuld,,14669,15609
Not 17 Övriga skulder,Källskatt,,6563,0
Not 17 Övriga skulder,Summa,,21232,40047

Not 18 Upplupna kostnader,Upplupna räntekostnader,,195012,207587
Not 18 Upplupna kostnader,Förutbetalda hyror och avgifter,,3243384,3047665
Not 18 Upplupna kostnader,Övriga upplupna kostnader,,5420297,1305723
Not 18 Upplupna kostnader,Summa,,8858693,4560975
